"algorithmName","graphNumber","runNumber","graphSize","domainSize","meanDegree","timeToOptimum","timeToNashEq","computationTimeInMilliseconds","terminationReason","totalMessagesReceived","ratioAtTermination","avgNumberMessagesRecievedPerCycle","ratios"
"DSA-B p=0.3","0","0","80","7","14","20","20","1094","GlobalConstraintMet","10088","1.0","6.466666666666667","0.0","0.42248062015503873","0.7267441860465116","0.8275193798449613","0.9108527131782945","0.939922480620155","0.9534883720930233","0.9689922480620154","0.9786821705426356","0.9864341085271318","0.9844961240310077","0.9883720930232558","0.9864341085271318","0.9903100775193798","0.9864341085271318","0.9864341085271318","0.9922480620155039","0.9922480620155039","0.9941860465116279","1.0"
"DSA-B p=0.3","0","1","80","7","14","27","27","817","GlobalConstraintMet","12769","1.0","6.1478093403948","0.0","0.5116279069767442","0.7577519379844961","0.8352713178294574","0.8895348837209303","0.9186046511627907","0.9457364341085271","0.9554263565891473","0.9593023255813954","0.9670542635658915","0.9728682170542635","0.9748062015503876","0.9806201550387597","0.9806201550387597","0.9844961240310077","0.9844961240310077","0.9844961240310077","0.9903100775193798","0.9922480620155039","0.9903100775193798","0.9864341085271318","0.9864341085271318","0.9864341085271318","0.9883720930232558","0.9941860465116279","0.998062015503876","1.0"
"DSA-B p=0.3","0","2","80","7","14","36","24","805","GlobalConstraintMet","11829","1.0","4.7391826923076925","0.0","0.5038759689922481","0.751937984496124","0.8701550387596899","0.9263565891472868","0.9554263565891473","0.9593023255813954","0.9670542635658915","0.9786821705426356","0.9786821705426356","0.9864341085271318","0.9825581395348837","0.9806201550387597","0.9844961240310077","0.9883720930232558","0.9922480620155039","0.9941860465116279","0.9941860465116279","0.9941860465116279","0.9941860465116279","0.9941860465116279","0.9922480620155039","0.9922480620155039","0.9961240310077519","0.9903100775193798","0.9941860465116279","0.9941860465116279","0.9961240310077519","0.9961240310077519","0.998062015503876","0.998062015503876","0.9961240310077519","0.998062015503876","0.998062015503876","0.998062015503876","1.0"
"DSA-B p=0.3","0","3","80","7","14","73","21","1100","GlobalConstraintMet","16176","1.0","3.4011774600504627","0.0","0.4418604651162791","0.7015503875968992","0.8488372093023255","0.9224806201550387","0.939922480620155","0.9534883720930233","0.9631782945736435","0.9728682170542635","0.9844961240310077","0.9903100775193798","0.9941860465116279","0.9961240310077519","0.9922480620155039","0.9922480620155039","0.9961240310077519","0.9922480620155039","0.9864341085271318","0.9883720930232558","0.9941860465116279","0.9961240310077519","0.9961240310077519","0.9961240310077519","0.9961240310077519","0.9941860465116279","0.9941860465116279","0.9941860465116279","0.9941860465116279","0.9941860465116279","0.9961240310077519","0.9941860465116279","0.9864341085271318","0.9864341085271318","0.9864341085271318","0.9922480620155039","0.9883720930232558","0.9922480620155039","0.9922480620155039","0.9903100775193798","0.9941860465116279","0.9961240310077519","0.9961240310077519","0.9961240310077519","0.9961240310077519","0.9922480620155039","0.9941860465116279","0.9961240310077519","0.998062015503876","0.998062015503876","0.998062015503876","0.9961240310077519","0.9961240310077519","0.9903100775193798","0.9864341085271318","0.9961240310077519","0.9922480620155039","0.9961240310077519","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.9961240310077519","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.9961240310077519","0.998062015503876","0.998062015503876","1.0"
"DSA-B p=0.3","0","4","80","7","14","46","19","575","GlobalConstraintMet","13837","1.0","4.75334936447956","0.0","0.4631782945736434","0.6802325581395349","0.8449612403100775","0.8895348837209303","0.9224806201550387","0.937984496124031","0.9554263565891473","0.9709302325581395","0.9786821705426356","0.9786821705426356","0.9748062015503876","0.9767441860465116","0.9806201550387597","0.9786821705426356","0.9825581395348837","0.9883720930232558","0.9864341085271318","0.9941860465116279","0.9961240310077519","0.9961240310077519","0.998062015503876","0.998062015503876","0.9961240310077519","0.9941860465116279","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","0.9922480620155039","0.9961240310077519","0.9961240310077519","0.9961240310077519","0.998062015503876","0.998062015503876","0.998062015503876","0.998062015503876","1.0"
"DSA-B p=0.3","1","0","80","7","14","36","19","534","GlobalConstraintMet","10678","1.0","4.471524288107203","0.0","0.5731225296442688","0.8280632411067194","0.8754940711462451","0.9347826086956522","0.9565217391304348","0.9723320158102767","0.9762845849802372","0.9802371541501976","0.9841897233201581","0.9861660079051383","0.9901185770750988","0.9920948616600791","0.9920948616600791","0.9920948616600791","0.9920948616600791","0.9960474308300395","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9960474308300395","0.9940711462450593","0.9940711462450593","0.9920948616600791","0.9920948616600791","0.9940711462450593","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","1.0"
"DSA-B p=0.3","1","1","80","7","14","74","27","756","GlobalConstraintMet","15420","1.0","3.6942980354575945","0.0","0.5513833992094862","0.7312252964426877","0.8992094861660079","0.9209486166007905","0.9565217391304348","0.9604743083003953","0.9683794466403162","0.9723320158102767","0.9782608695652174","0.9802371541501976","0.9822134387351779","0.9841897233201581","0.9841897233201581","0.9881422924901185","0.9782608695652174","0.9782608695652174","0.9782608695652174","0.9802371541501976","0.9841897233201581","0.9901185770750988","0.9940711462450593","0.9960474308300395","0.9920948616600791","0.9920948616600791","0.9920948616600791","0.9980237154150198","0.9960474308300395","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9960474308300395","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9960474308300395","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9960474308300395","0.9960474308300395","0.9980237154150198","0.9960474308300395","0.9940711462450593","0.9980237154150198","0.9960474308300395","0.9960474308300395","0.9960474308300395","0.9940711462450593","0.9960474308300395","0.9960474308300395","0.9960474308300395","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9940711462450593","0.9940711462450593","0.9940711462450593","0.9960474308300395","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","1.0"
"DSA-B p=0.3","1","2","80","7","14","58","25","578","Converged","13992","1.0","3.7242480702688314","0.0","0.4723320158102767","0.7035573122529645","0.8794466403162056","0.932806324110672","0.9604743083003953","0.9762845849802372","0.9822134387351779","0.9841897233201581","0.9822134387351779","0.9822134387351779","0.9881422924901185","0.9881422924901185","0.9901185770750988","0.9901185770750988","0.9841897233201581","0.9822134387351779","0.9861660079051383","0.9881422924901185","0.9901185770750988","0.9920948616600791","0.9901185770750988","0.9881422924901185","0.9920948616600791","0.9980237154150198","0.9940711462450593","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9960474308300395","0.9960474308300395","0.9960474308300395","0.9960474308300395","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9960474308300395","0.9920948616600791","0.9920948616600791","0.9940711462450593","0.9960474308300395","0.9960474308300395","0.9960474308300395","0.9920948616600791","0.9920948616600791","0.9940711462450593","0.9940711462450593","0.9920948616600791","0.9920948616600791","0.9920948616600791","0.9940711462450593","0.9960474308300395","0.9960474308300395","0.9940711462450593","0.9940711462450593","0.9960474308300395","1.0"
"DSA-B p=0.3","1","3","80","7","14","41","41","527","GlobalConstraintMet","12637","1.0","4.403135888501742","0.0","0.45652173913043476","0.6798418972332015","0.8300395256916996","0.9110671936758893","0.950592885375494","0.9703557312252964","0.9762845849802372","0.9802371541501976","0.9822134387351779","0.9861660079051383","0.9861660079051383","0.9881422924901185","0.9822134387351779","0.9881422924901185","0.9881422924901185","0.9841897233201581","0.9901185770750988","0.9881422924901185","0.9940711462450593","0.9861660079051383","0.9901185770750988","0.9901185770750988","0.9920948616600791","0.9960474308300395","0.9960474308300395","0.9940711462450593","0.9960474308300395","0.9940711462450593","0.9940711462450593","0.9940711462450593","0.9960474308300395","0.9980237154150198","0.9980237154150198","0.9980237154150198","0.9960474308300395","0.9960474308300395","0.9960474308300395","0.9940711462450593","0.9980237154150198","1.0"
"DSA-B p=0.3","1","4","80","7","14","43","17","534","GlobalConstraintMet","12691","1.0","4.299119241192412","0.0","0.43478260869565216","0.650197628458498","0.8260869565217391","0.9031620553359684","0.950592885375494","0.9604743083003953","0.9723320158102767","0.9703557312252964","0.9822134387351779","0.9881422924901185","0.9881422924901185","0.9881422924901185","0.9901185770750988","0.9881422924901185","0.9920948616600791","0.9920948616600791","0.9960474308300395","0.9861660079051383","0.9861660079051383","0.9920948616600791","0.9920948616600791","0.9901185770750988","0.9920948616600791","0.9960474308300395","0.9960474308300395","0.9960474308300395","0.9960474308300395","0.9960474308300395","0.9940711462450593","0.9960474308300395","0.9960474308300395","0.9960474308300395","0.9960474308300395","0.9960474308300395","0.9960474308300395","0.9920948616600791","0.9940711462450593","0.9901185770750988","0.9980237154150198","0.9980237154150198","0.9980237154150198","1.0"
